Date,Open,High,Low,Close,Adj Close,Volume
2022-10-14,3145.0,3150.0,3071.0,3099.14990234375,3001.978759765625,2245977
2022-10-17,3072.64990234375,3128.39990234375,3071.449951171875,3111.75,3021.984619140625,1517005
2022-10-18,3150.0,3155.35009765625,3128.550048828125,3144.699951171875,3053.98388671875,1793722
2022-10-19,3159.0,3159.0,3112.0,3121.85009765625,3031.793212890625,1194289
2022-10-20,3105.0,3160.0,3105.0,3157.300048828125,3066.22021484375,1587601
2022-10-21,3157.800048828125,3160.39990234375,3127.0,3137.39990234375,3046.89453125,1021913
2022-10-24,3170.10009765625,3178.0,3155.0,3161.699951171875,3070.49365234375,260949
2022-10-25,3180.5,3184.25,3151.14990234375,3162.10009765625,3070.88232421875,2069643
2022-10-27,3160.699951171875,3174.0,3134.35009765625,3157.39990234375,3066.3173828125,2438421
2022-10-28,3150.0,3178.5,3145.0,3163.25,3071.998779296875,1355739
2022-10-31,3199.0,3199.0,3177.800048828125,3193.14990234375,3101.03662109375,1919414
2022-11-01,3214.5,3262.60009765625,3203.449951171875,3259.699951171875,3165.66650390625,2991060
2022-11-02,3270.0,3270.0,3222.050048828125,3241.699951171875,3148.185791015625,1405955
2022-11-03,3228.050048828125,3228.050048828125,3195.0,3206.75,3114.244140625,1422652
2022-11-04,3217.0,3220.050048828125,3166.14990234375,3217.39990234375,3124.586669921875,1464013
2022-11-07,3229.0,3242.800048828125,3195.10009765625,3233.699951171875,3140.416259765625,1474498
2022-11-09,3249.800048828125,3249.800048828125,3201.64990234375,3216.050048828125,3123.275390625,1162267
2022-11-10,3170.0,3225.0,3170.0,3205.64990234375,3113.175537109375,1573092
2022-11-11,3269.60009765625,3341.60009765625,3255.050048828125,3315.949951171875,3220.2939453125,3265394
2022-11-14,3324.0,3349.0,3309.0,3335.5,3239.27978515625,1342074
2022-11-15,3321.0,3339.949951171875,3292.0,3332.60009765625,3236.464111328125,1400708
2022-11-16,3338.89990234375,3367.89990234375,3321.449951171875,3355.35009765625,3258.5576171875,1748235
2022-11-17,3340.0,3360.0,3317.75,3349.0,3252.390625,1417986
2022-11-18,3350.0,3362.75,3321.0,3343.449951171875,3247.000732421875,1164540
2022-11-21,3322.5,3333.699951171875,3273.0,3283.5,3188.780029296875,1304194
2022-11-22,3280.0,3318.949951171875,3255.25,3314.949951171875,3219.322509765625,1149739
2022-11-23,3330.0,3330.0,3291.0,3308.300048828125,3212.86474609375,1150011
2022-11-24,3316.25,3392.949951171875,3308.300048828125,3380.14990234375,3282.6416015625,1296591
2022-11-25,3383.0,3403.35009765625,3348.0,3389.64990234375,3291.86767578125,1588981
2022-11-28,3366.0,3417.0,3365.550048828125,3395.25,3297.30615234375,2195437
2022-11-29,3383.0,3429.0,3383.0,3397.35009765625,3299.345947265625,1576028
2022-11-30,3383.0,3414.89990234375,3375.0,3390.800048828125,3292.984619140625,3410702
2022-12-01,3425.0,3480.0,3420.0,3475.64990234375,3375.38720703125,2180856
2022-12-02,3458.10009765625,3468.89990234375,3413.0,3439.14990234375,3339.939697265625,2411749
2022-12-05,3433.0,3439.14990234375,3407.0,3425.89990234375,3327.07177734375,1475065
2022-12-06,3400.050048828125,3407.949951171875,3368.0,3385.35009765625,3287.6923828125,1166999
2022-12-07,3368.300048828125,3393.699951171875,3354.0,3380.60009765625,3283.078857421875,1167505
2022-12-08,3360.0,3380.60009765625,3339.449951171875,3350.550048828125,3253.8955078125,1285619
2022-12-09,3374.10009765625,3374.10009765625,3276.35009765625,3292.75,3197.76318359375,1797896
2022-12-12,3255.5,3296.0,3236.10009765625,3286.449951171875,3191.644775390625,1527610
2022-12-13,3277.199951171875,3336.449951171875,3267.800048828125,3332.10009765625,3235.978271484375,1378016
2022-12-14,3348.800048828125,3377.0,3340.89990234375,3365.35009765625,3268.269287109375,1213311
2022-12-15,3358.800048828125,3364.75,3298.949951171875,3305.10009765625,3209.7568359375,1415694
2022-12-16,3275.0,3292.0,3225.199951171875,3240.25,3146.77783203125,2703680
2022-12-19,3227.0,3245.5,3194.5,3202.050048828125,3109.679931640625,2120965
2022-12-20,3198.89990234375,3249.0,3163.64990234375,3243.949951171875,3150.370849609375,1529971
2022-12-21,3249.0,3283.050048828125,3240.0,3268.550048828125,3174.26123046875,1432566
2022-12-22,3294.0,3294.0,3245.10009765625,3259.699951171875,3165.66650390625,1384101
2022-12-23,3217.0,3266.85009765625,3217.0,3228.35009765625,3135.22119140625,1360281
2022-12-26,3228.35009765625,3272.0,3225.050048828125,3252.89990234375,3159.0625,870157
2022-12-27,3269.199951171875,3273.800048828125,3231.5,3259.5,3165.47216796875,835883
2022-12-28,3249.800048828125,3266.10009765625,3226.0,3257.10009765625,3163.141357421875,910795
2022-12-29,3231.10009765625,3271.5,3228.0,3268.75,3174.455810546875,1037927
2022-12-30,3286.050048828125,3299.0,3246.199951171875,3256.699951171875,3162.7529296875,1163131
2023-01-02,3261.0,3266.85009765625,3235.199951171875,3261.449951171875,3167.365966796875,709547
2023-01-03,3252.0,3320.0,3245.300048828125,3311.35009765625,3215.82666015625,1245178
2023-01-04,3306.699951171875,3327.35009765625,3286.199951171875,3314.64990234375,3219.03125,1231668
2023-01-05,3330.199951171875,3337.300048828125,3281.949951171875,3311.10009765625,3215.583984375,1826057
2023-01-06,3300.0,3301.550048828125,3200.0,3211.550048828125,3118.906005859375,2488376
2023-01-09,3229.0,3327.0,3221.14990234375,3319.949951171875,3224.178466796875,2885060
2023-01-10,3285.0,3298.0,3230.10009765625,3286.39990234375,3191.596435546875,3864655
2023-01-11,3290.10009765625,3349.5,3271.14990234375,3328.699951171875,3232.67626953125,2720512
2023-01-12,3329.0,3350.0,3315.550048828125,3334.35009765625,3238.1630859375,2250391
2023-01-13,3342.89990234375,3379.0,3305.0,3374.550048828125,3277.203369140625,1742837
2023-01-16,3317.0,3353.0,3298.050048828125,3334.050048828125,3245.56591796875,1843607
2023-01-17,3330.0,3381.800048828125,3321.0,3378.39990234375,3288.739013671875,1688475
2023-01-18,3380.0,3408.949951171875,3372.25,3390.0,3300.031005859375,2421189
2023-01-19,3380.0,3387.0,3361.0,3373.10009765625,3283.57958984375,1585044
2023-01-20,3365.0,3394.64990234375,3355.60009765625,3363.10009765625,3273.845458984375,1529349
2023-01-23,3388.0,3419.0,3355.60009765625,3414.89990234375,3324.270263671875,1067916
2023-01-24,3425.0,3451.949951171875,3417.300048828125,3436.300048828125,3345.102294921875,1387863
2023-01-25,3425.300048828125,3435.0,3405.0,3429.75,3338.72607421875,874110
2023-01-27,3426.0,3446.0,3382.300048828125,3411.050048828125,3320.522705078125,1785879
2023-01-30,3420.0,3458.449951171875,3385.550048828125,3433.64990234375,3342.522705078125,1953798
2023-01-31,3449.0,3449.0,3351.0,3358.699951171875,3269.561767578125,2820375
2023-02-01,3363.0,3419.0,3355.0,3408.35009765625,3317.89453125,2205161
2023-02-02,3427.0,3469.0,3420.10009765625,3460.39990234375,3368.56298828125,1813847
2023-02-03,3504.0,3504.0,3452.89990234375,3482.300048828125,3389.881591796875,1804469
2023-02-06,3473.14990234375,3473.14990234375,3436.85009765625,3459.949951171875,3368.125,1138714
2023-02-07,3468.89990234375,3493.0,3461.39990234375,3472.550048828125,3380.39013671875,1455647
2023-02-08,3478.050048828125,3539.89990234375,3478.050048828125,3520.10009765625,3426.678466796875,1986946
2023-02-09,3515.0,3547.60009765625,3505.300048828125,3540.85009765625,3446.8779296875,1655427
2023-02-10,3520.0,3542.35009765625,3508.14990234375,3537.550048828125,3443.665283203125,1187821
2023-02-13,3549.0,3549.0,3473.39990234375,3482.39990234375,3389.978759765625,1087939
2023-02-14,3505.0,3524.85009765625,3495.0,3500.10009765625,3407.20947265625,1579818
2023-02-15,3487.0,3526.0,3460.14990234375,3520.64990234375,3427.2138671875,1429449
2023-02-16,3527.199951171875,3575.0,3527.0,3558.050048828125,3463.62109375,1618931
2023-02-17,3526.14990234375,3538.89990234375,3490.0,3501.14990234375,3408.231201171875,1061369
2023-02-20,3502.0,3522.0,3475.050048828125,3487.300048828125,3394.7490234375,1296082
2023-02-21,3494.0,3508.89990234375,3444.75,3451.0,3359.412353515625,1139541
2023-02-22,3414.949951171875,3447.0,3395.0,3401.550048828125,3311.274658203125,1218430
2023-02-23,3421.0,3452.39990234375,3408.0,3413.800048828125,3323.19970703125,1441570
2023-02-24,3422.5,3433.949951171875,3382.300048828125,3400.449951171875,3310.2041015625,977592
2023-02-27,3390.0,3390.0,3316.0,3331.85009765625,3243.4248046875,1128022
2023-02-28,3328.5,3392.0,3299.89990234375,3312.85009765625,3224.9287109375,4116217
2023-03-01,3323.0,3389.0,3315.0,3385.699951171875,3295.845458984375,1669307
2023-03-02,3361.0,3369.89990234375,3318.0,3321.449951171875,3233.30029296875,1556538
2023-03-03,3354.0,3358.0,3331.10009765625,3342.14990234375,3253.450927734375,1043190
2023-03-06,3361.89990234375,3404.949951171875,3359.0,3371.85009765625,3282.363037109375,1334132
2023-03-08,3364.0,3396.0,3330.85009765625,3390.39990234375,3300.42041015625,1844590
2023-03-09,3385.0,3385.0,3330.85009765625,3336.85009765625,3248.291748046875,1648500
2023-03-10,3312.89990234375,3337.25,3290.0,3331.0,3242.59716796875,1024404
2023-03-13,3333.0,3369.800048828125,3272.0,3281.949951171875,3194.8486328125,1901233
2023-03-14,3280.0,3304.39990234375,3209.39990234375,3214.949951171875,3129.626953125,2670334
2023-03-15,3250.0,3260.35009765625,3192.0,3198.89990234375,3114.0029296875,1780522
2023-03-16,3208.0,3219.800048828125,3172.0,3185.0,3100.4716796875,1901060
2023-03-17,3150.5,3221.39990234375,3144.0,3179.300048828125,3094.92333984375,6739966
2023-03-20,3169.64990234375,3169.64990234375,3095.050048828125,3143.300048828125,3059.87841796875,2289468
2023-03-21,3143.300048828125,3156.75,3097.449951171875,3106.10009765625,3023.666015625,1815297
2023-03-22,3130.050048828125,3143.5,3106.10009765625,3130.800048828125,3047.71044921875,1123939
2023-03-23,3114.89990234375,3146.35009765625,3101.0,3124.64990234375,3041.7236328125,1372218
2023-03-24,3148.89990234375,3170.0,3106.0,3120.5,3037.683837890625,1329577
2023-03-27,3135.0,3152.75,3106.0,3122.300048828125,3039.43603515625,1524217
2023-03-28,3127.0,3149.550048828125,3110.14990234375,3115.89990234375,3033.20556640625,1303530
2023-03-29,3129.0,3150.0,3104.10009765625,3138.89990234375,3055.59521484375,1740616
2023-03-31,3189.949951171875,3213.0,3152.0,3205.89990234375,3120.816650390625,2382581
2023-04-03,3224.949951171875,3224.949951171875,3173.75,3200.0,3115.07373046875,1521830
2023-04-05,3185.5,3264.35009765625,3185.5,3239.800048828125,3153.8173828125,2655065
2023-04-06,3225.0,3257.35009765625,3215.0,3220.699951171875,3135.224365234375,1703464
2023-04-10,3220.0,3272.0,3215.0,3263.39990234375,3176.790771484375,2203187
2023-04-11,3264.0,3272.949951171875,3192.14990234375,3213.800048828125,3128.507568359375,2348779
2023-04-12,3227.949951171875,3260.949951171875,3199.0,3241.64990234375,3155.618408203125,2417727
2023-04-13,3210.0,3230.0,3180.0,3188.85009765625,3104.2197265625,4174070
2023-04-17,3134.10009765625,3163.39990234375,3070.25,3139.5,3056.17919921875,5505048
2023-04-18,3154.949951171875,3156.85009765625,3110.60009765625,3130.75,3047.661376953125,2617302
2023-04-19,3130.75,3140.0,3071.5,3089.60009765625,3007.603759765625,3298034
2023-04-20,3090.0,3113.0,3078.0,3104.800048828125,3022.400634765625,2419999
2023-04-21,3110.0,3164.449951171875,3100.800048828125,3160.85009765625,3076.962890625,1929184
2023-04-24,3151.10009765625,3180.949951171875,3126.14990234375,3174.800048828125,3090.54248046875,1640676
2023-04-25,3183.0,3191.199951171875,3147.5,3176.0,3091.710693359375,2024090
2023-04-26,3181.0,3208.39990234375,3181.0,3198.14990234375,3113.2724609375,2000029
2023-04-27,3185.0,3199.199951171875,3170.64990234375,3187.949951171875,3103.343505859375,2434446
2023-04-28,3200.39990234375,3227.25,3196.25,3219.25,3133.8125,2931312
2023-05-02,3235.0,3235.0,3210.0,3219.39990234375,3133.958740234375,2321159
2023-05-03,3216.0,3216.0,3173.14990234375,3179.89990234375,3095.5068359375,2468285
2023-05-04,3180.14990234375,3224.449951171875,3178.0,3220.699951171875,3135.224365234375,1953253
2023-05-05,3220.0,3244.0,3210.050048828125,3230.699951171875,3144.958740234375,1710027
2023-05-08,3245.0,3254.85009765625,3231.300048828125,3250.60009765625,3164.3310546875,928235
2023-05-09,3252.60009765625,3298.0,3246.0,3283.25,3196.1142578125,1107375
2023-05-10,3290.0,3306.5,3266.050048828125,3286.800048828125,3199.570068359375,1559987
2023-05-11,3309.0,3309.699951171875,3272.0,3282.14990234375,3195.043212890625,1719623
2023-05-12,3279.14990234375,3290.0,3260.0,3274.300048828125,3187.401611328125,1027479
2023-05-15,3284.0,3292.0,3248.35009765625,3255.050048828125,3168.6630859375,1150390
2023-05-16,3256.199951171875,3285.0,3250.449951171875,3258.14990234375,3171.680419921875,986306
2023-05-17,3255.949951171875,3280.0,3198.25,3208.699951171875,3123.542724609375,1588815
2023-05-18,3225.949951171875,3228.949951171875,3195.0,3199.85009765625,3114.927978515625,1369364
2023-05-19,3210.0,3234.5,3203.050048828125,3222.85009765625,3137.317138671875,1152449
2023-05-22,3230.0,3308.449951171875,3217.050048828125,3298.699951171875,3211.154052734375,1333243
2023-05-23,3306.0,3327.949951171875,3290.10009765625,3297.050048828125,3209.5478515625,1687418
2023-05-24,3276.0,3317.199951171875,3276.0,3303.35009765625,3215.68115234375,1016555
2023-05-25,3294.0,3306.0,3267.10009765625,3293.5,3206.09228515625,1374917
2023-05-26,3293.5,3338.64990234375,3291.0,3328.89990234375,3240.552978515625,1791115
2023-05-29,3360.800048828125,3372.0,3312.0,3320.35009765625,3232.22998046875,1210372
2023-05-30,3315.0,3326.949951171875,3301.35009765625,3316.199951171875,3228.189697265625,1344224
2023-05-31,3309.0,3327.699951171875,3265.14990234375,3289.5,3202.1982421875,5815424
2023-06-01,3314.0,3340.0,3297.5,3324.0,3235.78271484375,1177314
2023-06-02,3326.25,3335.89990234375,3297.449951171875,3305.60009765625,3217.87158203125,2030661
2023-06-05,3315.0,3327.0,3285.050048828125,3288.89990234375,3201.614013671875,1861468
2023-06-06,3280.0,3288.85009765625,3220.60009765625,3232.300048828125,3146.5166015625,2022849
2023-06-07,3253.0,3278.85009765625,3241.0,3274.89990234375,3187.986083984375,1567196
2023-06-08,3261.0,3270.0,3233.0,3236.449951171875,3150.555908203125,1759366
2023-06-09,3245.0,3250.0,3205.35009765625,3209.300048828125,3124.127197265625,1775689
2023-06-12,3215.0,3254.39990234375,3211.0,3246.89990234375,3160.72900390625,2324605
2023-06-13,3260.0,3265.0,3239.0,3243.699951171875,3157.61376953125,1371928
2023-06-14,3243.699951171875,3255.85009765625,3225.85009765625,3251.050048828125,3164.769287109375,1658544
2023-06-15,3245.300048828125,3247.449951171875,3210.0,3216.300048828125,3154.226318359375,2273810
2023-06-16,3197.0,3199.39990234375,3156.0,3174.89990234375,3113.625,4156189
2023-06-19,3190.0,3214.89990234375,3175.0,3210.39990234375,3148.43994140625,1468186
2023-06-20,3214.0,3232.5,3201.050048828125,3227.699951171875,3165.40625,1528452
2023-06-21,3250.0,3261.39990234375,3223.949951171875,3258.199951171875,3195.3173828125,1645987
2023-06-22,3260.0,3267.64990234375,3230.10009765625,3238.5,3175.998046875,1529603
2023-06-23,3237.300048828125,3249.39990234375,3209.14990234375,3216.35009765625,3154.275634765625,1119505
2023-06-26,3205.0,3213.89990234375,3173.0,3189.64990234375,3128.09033203125,1978803
2023-06-27,3202.0,3209.64990234375,3182.300048828125,3197.35009765625,3135.642333984375,863542
2023-06-28,3208.0,3230.949951171875,3193.39990234375,3215.449951171875,3153.392578125,1575872
2023-06-30,3220.0,3310.0,3214.10009765625,3302.25,3238.517578125,2672406
2023-07-03,3314.300048828125,3318.800048828125,3268.75,3272.300048828125,3209.1455078125,1687264
2023-07-04,3290.0,3315.0,3277.300048828125,3308.85009765625,3244.990478515625,1656681
2023-07-05,3320.0,3329.0,3305.0,3319.949951171875,3255.8759765625,1453008
2023-07-06,3306.550048828125,3328.449951171875,3302.0,3322.89990234375,3258.76904296875,1848238
2023-07-07,3302.0,3356.89990234375,3302.0,3329.25,3264.99658203125,1789326
2023-07-10,3324.75,3324.75,3265.199951171875,3271.949951171875,3208.802490234375,1407431
2023-07-11,3295.0,3295.0,3260.800048828125,3272.39990234375,3209.243408203125,1110172
2023-07-12,3280.949951171875,3289.14990234375,3250.10009765625,3259.89990234375,3196.98486328125,1515240
2023-07-13,3284.0,3367.449951171875,3272.75,3340.550048828125,3276.078369140625,4585146
2023-07-14,3365.0,3524.85009765625,3352.0,3514.64990234375,3446.818115234375,6306101
2023-07-17,3510.0,3549.89990234375,3477.050048828125,3491.699951171875,3424.3115234375,2743228
2023-07-18,3476.0,3524.0,3465.0,3496.85009765625,3429.36181640625,2600090
2023-07-19,3500.0,3516.85009765625,3445.64990234375,3470.050048828125,3403.078857421875,2405370
2023-07-20,3453.10009765625,3478.89990234375,3436.050048828125,3463.300048828125,3405.291259765625,1715404
2023-07-21,3404.050048828125,3434.89990234375,3359.050048828125,3368.300048828125,3311.8828125,3770223
2023-07-24,3381.0,3413.449951171875,3372.10009765625,3394.75,3337.889404296875,1680132
2023-07-25,3397.5,3406.800048828125,3380.199951171875,3399.14990234375,3342.2158203125,1272980
2023-07-26,3400.35009765625,3420.85009765625,3385.0,3388.300048828125,3331.547607421875,1066803
2023-07-27,3394.949951171875,3411.64990234375,3385.050048828125,3396.89990234375,3340.003173828125,1701769
2023-07-28,3385.0,3393.699951171875,3331.0,3355.39990234375,3299.198486328125,2599831
2023-07-31,3364.39990234375,3426.64990234375,3360.89990234375,3421.449951171875,3364.142333984375,2743678
2023-08-01,3415.0,3460.0,3415.0,3452.050048828125,3394.229736328125,1956167
2023-08-02,3434.949951171875,3446.39990234375,3413.60009765625,3440.64990234375,3383.020751953125,1914899
2023-08-03,3420.0,3433.25,3368.0,3399.949951171875,3343.002197265625,2026351
2023-08-04,3401.25,3471.0,3401.25,3443.550048828125,3385.8720703125,2248493
2023-08-07,3453.949951171875,3488.0,3441.25,3484.050048828125,3425.69384765625,1853889
2023-08-08,3484.050048828125,3489.949951171875,3456.60009765625,3470.60009765625,3412.469482421875,1634225
2023-08-09,3464.89990234375,3467.0,3425.050048828125,3462.5,3404.5048828125,1794589
2023-08-10,3450.0,3464.89990234375,3430.050048828125,3442.10009765625,3384.4462890625,1096701
2023-08-11,3438.10009765625,3466.64990234375,3414.0,3448.800048828125,3391.034423828125,1679974
2023-08-14,3440.699951171875,3455.0,3411.0,3449.85009765625,3392.06689453125,1190425
2023-08-16,3450.0,3466.0,3435.199951171875,3458.39990234375,3400.473388671875,1328445
2023-08-17,3455.0,3460.800048828125,3413.199951171875,3435.75,3378.202880859375,1843241
2023-08-18,3410.0,3410.0,3356.5,3367.10009765625,3310.702880859375,2526749
2023-08-21,3375.0,3409.75,3372.0,3401.64990234375,3344.673583984375,1375579
2023-08-22,3400.0,3411.0,3365.050048828125,3382.14990234375,3325.500244140625,1222012
2023-08-23,3388.0,3402.0,3376.0,3398.25,3341.330810546875,1330046
2023-08-24,3408.0,3413.050048828125,3378.10009765625,3387.75,3331.006591796875,1152881
2023-08-25,3375.0,3385.800048828125,3350.25,3381.300048828125,3324.664794921875,1158046
2023-08-28,3394.0,3394.0,3360.10009765625,3375.550048828125,3319.010986328125,1037485
2023-08-29,3381.050048828125,3389.550048828125,3365.0,3376.14990234375,3319.60107421875,944517
2023-08-30,3398.0,3408.10009765625,3383.050048828125,3390.949951171875,3334.1533203125,1188200
2023-08-31,3401.0,3417.39990234375,3343.64990234375,3356.800048828125,3300.5751953125,3417652
2023-09-01,3366.0,3389.0,3356.800048828125,3379.199951171875,3322.599853515625,1277950
2023-09-04,3378.0,3432.85009765625,3370.050048828125,3418.5,3361.24169921875,1828332
2023-09-05,3420.0,3447.0,3405.14990234375,3429.35009765625,3371.91015625,1501842
2023-09-06,3434.0,3443.89990234375,3398.10009765625,3429.89990234375,3372.450927734375,1314818
2023-09-07,3430.800048828125,3460.0,3422.300048828125,3455.25,3397.3759765625,1885092
2023-09-08,3455.25,3465.0,3435.050048828125,3441.89990234375,3384.249755859375,1518917
2023-09-11,3462.0,3485.699951171875,3445.0,3480.64990234375,3422.3505859375,1783604
2023-09-12,3492.0,3589.89990234375,3483.0,3580.800048828125,3520.8232421875,4476016
2023-09-13,3571.10009765625,3588.85009765625,3545.0,3567.85009765625,3508.090087890625,1754929
2023-09-14,3570.050048828125,3597.699951171875,3545.60009765625,3560.050048828125,3500.421142578125,2604721
2023-09-15,3567.85009765625,3607.35009765625,3562.449951171875,3598.300048828125,3538.0302734375,2952897
2023-09-18,3580.050048828125,3619.300048828125,3575.25,3606.14990234375,3545.748291015625,1395753
2023-09-20,3580.0,3625.0,3580.0,3606.050048828125,3545.650146484375,1649396
2023-09-21,3588.550048828125,3605.0,3528.0,3585.300048828125,3525.248291015625,2004073
2023-09-22,3584.0,3633.75,3565.050048828125,3603.64990234375,3543.290771484375,1989083
2023-09-25,3602.5,3620.0,3558.64990234375,3577.14990234375,3517.234130859375,1238778
2023-09-26,3567.60009765625,3594.949951171875,3536.0,3585.699951171875,3525.64111328125,1726062
2023-09-27,3590.0,3614.0,3555.699951171875,3589.300048828125,3529.18115234375,1541134
2023-09-28,3600.0,3602.800048828125,3527.35009765625,3536.75,3477.51123046875,1755753
2023-09-29,3537.199951171875,3568.449951171875,3505.550048828125,3528.60009765625,3469.49755859375,2243791
2023-10-03,3534.199951171875,3534.199951171875,3480.10009765625,3513.85009765625,3454.99462890625,1948148
2023-10-04,3486.300048828125,3548.0,3477.300048828125,3537.75,3478.494384765625,1788138
2023-10-05,3554.0,3624.0,3551.199951171875,3589.35009765625,3529.230224609375,2990768
2023-10-06,3591.0,3634.949951171875,3575.050048828125,3621.39990234375,3560.7431640625,2075691
2023-10-09,3645.050048828125,3679.0,3631.0,3638.35009765625,3577.40966796875,4233074
2023-10-10,3640.050048828125,3648.0,3601.35009765625,3628.89990234375,3568.117431640625,1848148
2023-10-11,3650.0,3650.0,3605.0,3609.89990234375,3549.43603515625,2426417
2023-10-12,3575.0,3588.64990234375,3538.10009765625,3542.550048828125,3483.2138671875,4241281
2023-10-13,3530.0,3577.0,3525.0,3570.85009765625,3511.040283203125,2890357
2023-10-16,3566.0,3574.64990234375,3519.10009765625,3524.050048828125,3465.02392578125,1671104
2023-10-17,3530.0,3534.14990234375,3503.35009765625,3507.050048828125,3448.30859375,1672065
2023-10-18,3511.0,3522.699951171875,3484.0,3487.25,3428.84033203125,1408245
2023-10-19,3469.5,3476.85009765625,3451.89990234375,3455.64990234375,3406.56103515625,1514545
2023-10-20,3450.39990234375,3499.5,3444.050048828125,3494.550048828125,3444.908447265625,1481211
2023-10-23,3473.0,3478.949951171875,3401.300048828125,3410.14990234375,3361.70751953125,1106272
2023-10-25,3390.5,3425.0,3377.199951171875,3390.10009765625,3341.942626953125,1518537
2023-10-26,3368.050048828125,3373.699951171875,3330.0,3336.75,3289.35009765625,1984471
2023-10-27,3350.0,3362.0,3337.0,3350.949951171875,3303.348388671875,1108851
2023-10-30,3350.0,3382.85009765625,3333.75,3378.550048828125,3330.556396484375,910972
2023-10-31,3399.0,3399.0,3350.050048828125,3368.75,3320.895263671875,999811
2023-11-01,3355.0,3371.60009765625,3311.0,3330.64990234375,3283.336669921875,1563475
2023-11-02,3343.199951171875,3375.949951171875,3343.199951171875,3360.10009765625,3312.36865234375,1245384
2023-11-03,3382.0,3387.89990234375,3344.300048828125,3350.89990234375,3303.29931640625,1402598
2023-11-06,3375.0,3392.300048828125,3359.0,3380.25,3332.232177734375,1099852
2023-11-07,3378.0,3404.14990234375,3366.0,3370.449951171875,3322.5712890625,1191144
2023-11-08,3371.449951171875,3401.949951171875,3369.550048828125,3381.550048828125,3333.513916015625,992899
2023-11-09,3390.10009765625,3391.5,3342.050048828125,3347.449951171875,3299.898193359375,2112352
2023-11-10,3338.0,3347.449951171875,3322.35009765625,3333.449951171875,3286.09716796875,1338557
2023-11-13,3356.0,3356.0,3327.0,3331.550048828125,3284.224365234375,1030990
2023-11-15,3383.10009765625,3413.0,3356.050048828125,3404.300048828125,3355.940673828125,2059802
2023-11-16,3430.050048828125,3529.35009765625,3414.199951171875,3497.85009765625,3448.162109375,3951984
2023-11-17,3497.85009765625,3524.5,3492.550048828125,3502.449951171875,3452.696533203125,2021292
2023-11-20,3491.25,3533.89990234375,3491.25,3519.60009765625,3469.60302734375,1475621
2023-11-21,3519.60009765625,3539.050048828125,3501.0,3510.199951171875,3460.336181640625,1807236
2023-11-22,3500.0,3532.64990234375,3481.10009765625,3530.14990234375,3480.0029296875,1798051
2023-11-23,3530.0,3544.0,3500.0,3508.25,3458.413818359375,2729804
2023-11-24,3494.25,3504.550048828125,3453.0,3457.10009765625,3407.99072265625,1989733
2023-11-28,3457.10009765625,3481.25,3433.0,3470.14990234375,3420.855224609375,1689195
2023-11-29,3481.0,3518.0,3475.800048828125,3513.75,3463.8359375,1441634
2023-11-30,3499.449951171875,3516.64990234375,3481.0,3487.60009765625,3438.05712890625,3266235
2023-12-01,3500.0,3516.949951171875,3490.050048828125,3511.64990234375,3461.765869140625,1172141
2023-12-04,3544.64990234375,3547.800048828125,3498.0,3512.449951171875,3462.554443359375,1625213
2023-12-05,3538.0,3538.0,3502.800048828125,3531.60009765625,3481.4326171875,1377656
2023-12-06,3532.60009765625,3612.85009765625,3525.14990234375,3604.10009765625,3552.90234375,1896572
2023-12-07,3605.0,3630.550048828125,3591.699951171875,3614.89990234375,3563.548828125,1967653
2023-12-08,3633.0,3645.0,3602.050048828125,3626.699951171875,3575.18115234375,1641155
2023-12-11,3622.89990234375,3653.0,3615.0,3642.89990234375,3591.151123046875,1102503
2023-12-12,3638.949951171875,3698.39990234375,3631.0,3672.10009765625,3619.936767578125,2236866
2023-12-13,3643.550048828125,3650.0,3563.0,3593.550048828125,3542.50244140625,3850968
2023-12-14,3630.0,3678.0,3627.60009765625,3667.25,3615.1552734375,3290396
2023-12-15,3666.699951171875,3895.949951171875,3666.699951171875,3861.0,3806.15283203125,8531230
2023-12-18,3858.10009765625,3929.0,3830.14990234375,3859.199951171875,3804.378662109375,2521612
2023-12-19,3845.0,3855.10009765625,3790.0,3816.199951171875,3761.98974609375,2004435
2023-12-20,3827.25,3898.800048828125,3766.550048828125,3780.050048828125,3726.35302734375,2586083
2023-12-21,3756.25,3806.699951171875,3743.35009765625,3787.5,3733.697265625,1517562
2023-12-22,3800.0,3845.949951171875,3762.0,3824.0,3769.6787109375,2413058
2023-12-26,3819.85009765625,3834.0,3790.14990234375,3795.550048828125,3741.633056640625,1285231
2023-12-27,3799.0,3818.199951171875,3768.0,3811.199951171875,3757.060546875,1293976
2023-12-28,3824.0,3838.0,3792.10009765625,3799.89990234375,3745.9208984375,1682889
2023-12-29,3792.0,3822.60009765625,3765.39990234375,3793.39990234375,3739.51318359375,1574996
2024-01-01,3790.0,3832.0,3773.0,3811.10009765625,3756.9619140625,825907
2024-01-02,3811.10009765625,3811.10009765625,3767.25,3783.199951171875,3729.458251953125,1344068
2024-01-03,3767.0,3771.85009765625,3687.050048828125,3691.75,3639.307373046875,1803075
2024-01-04,3701.75,3719.0,3651.0,3666.800048828125,3614.7119140625,3598144
2024-01-05,3675.0,3747.75,3674.85009765625,3737.89990234375,3684.8017578125,1963127
2024-01-08,3737.89990234375,3739.75,3672.39990234375,3678.300048828125,3626.04833984375,1067805
2024-01-09,3709.949951171875,3752.35009765625,3682.75,3689.89990234375,3637.4833984375,1370944
